locus_tag	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IODOLM_04102	4.95177342368577	4.79941093106446	1.30658877246953	3.6732375420564	0.000239496653674763	0.000545852789833731
IODOLM_00160	1830.85874963449	-0.408020082330299	0.111117808094151	-3.67195942152297	0.000240697907226196	0.000548305071328388
IODOLM_00930	1165.64383611239	-0.441434035525837	0.120233841383655	-3.67146246386042	0.000241166501950641	0.000549086687063478
IODOLM_01127	3840.10092783899	-0.445085285672107	0.121254580252243	-3.67066781927912	0.000241917572482733	0.000550510294947707
IODOLM_01179	46.7036660289455	1.38665307774568	0.378037308336782	3.66803235333152	0.000244424260839275	0.000555925449809079
IODOLM_01016	278.279411141654	0.611301745341378	0.166859875715726	3.6635634703626	0.000248730545881795	0.000565425905859083
IODOLM_01131	11646.8808351795	0.495434392676338	0.135269346097445	3.66257697674859	0.00024969068630755	0.000567019430867586
IODOLM_03838	4618.29495462536	-0.550763827385707	0.150373432197011	-3.66264052990508	0.000249628726298954	0.000567019430867586
IODOLM_02611	7966.92669003833	-0.714697100902582	0.195625465012234	-3.65339502634734	0.000258795618520317	0.000587390885189268
IODOLM_04357	133.334498894329	0.815241969234405	0.223174782561001	3.65293049635468	0.000259264425479496	0.000588149883824921
IODOLM_03647	10.2321962774574	2.43094144010597	0.665518014111105	3.65270569475545	0.00025949158265131	0.000588360189472607
IODOLM_01013	70.5646842477855	-1.12773839024726	0.308856408519793	-3.65133556934109	0.000260880104581594	0.000591202142749382
IODOLM_02478	122.723044840675	-0.736522078996533	0.201824723954895	-3.64931542857522	0.000262940082148616	0.000595562008013635
IODOLM_03061	85.7982535516075	0.895944867751377	0.245910198501108	3.6433823127809	0.000269078711115034	0.000609150770739467
IODOLM_03171	286.036198583866	0.853201449907759	0.234195300539804	3.64311943041208	0.000269353782919371	0.000609458197546623
IODOLM_00622	52.7006493282543	2.09773042725621	0.576455720167584	3.63901398471051	0.000273683938456767	0.000618935873223158
IODOLM_01867	1429.91160141197	0.58130115586829	0.159756570716398	3.63866821415579	0.000274051597917866	0.000619447206863936
IODOLM_01365	3674.17221348386	-0.555485089120753	0.152809301324266	-3.63515233894039	0.000277816419730671	0.000627632758255765
IODOLM_03218	221.953863998493	0.920088044721322	0.253141656896739	3.63467655225407	0.000278329602544496	0.000628467668077768
IODOLM_03329	73.4886643517178	-0.942843465888078	0.259558737921503	-3.6324859391681	0.000280703876016811	0.000633501888318496
IODOLM_01405	26.8288346279124	1.53046797012631	0.421504387853031	3.63096568916371	0.000282362724544114	0.00063691715598198
IODOLM_03097	591.274121940222	-0.739241161939264	0.203675665159826	-3.62950164595842	0.000283968920624332	0.000640210199202513
IODOLM_02143	631.64743241327	0.669511306903577	0.184548465251442	3.6278345961392	0.000285808256662629	0.000644025196269651
IODOLM_03752	106.894602426178	-0.763897427901984	0.210590477353757	-3.62740726694286	0.000286281543617849	0.000644759667973087
IODOLM_02926	14.950169220655	2.21549500545254	0.610858445627549	3.62685499613009	0.000286894296966262	0.000645807326915824
IODOLM_03780	18.6709547280836	1.84327788641857	0.508366260999317	3.62588556289152	0.00028797287121798	0.000647901945732585
IODOLM_03469	870.246523545813	0.430341959698702	0.118697543525194	3.62553383092853	0.00028836514028609	0.000648451106830384
IODOLM_04365	124.984779913482	0.890480778811834	0.245897214548571	3.62135366375181	0.00029306555951549	0.000658682531299323
IODOLM_03274	35.9375328372032	1.21540509425246	0.335791869045152	3.61951913162324	0.000295150989887771	0.000663029123074376
IODOLM_04003	35.7060518632255	-1.13976844528367	0.315054219044149	-3.61768983364719	0.000297244304367737	0.000667388956343364
IODOLM_01509	255.19034257509	1.10518733802405	0.305520026376771	3.61739736386746	0.000297580271881187	0.000667800651154909
IODOLM_03609	2462.58663867079	0.519356386651908	0.143669316895174	3.6149429667773	0.000300413749426738	0.000673813719882831
IODOLM_01563	80.0943963407355	-0.820000458877475	0.22688188701096	-3.61421737839241	0.000301256231319776	0.000675357207098022
IODOLM_02189	4340.07151787651	-0.812180515292744	0.22524309528177	-3.60579539309181	0.000311198269199223	0.000697288082957398
IODOLM_02929	83.1379444301035	0.846913762556651	0.234889582550352	3.60558247565152	0.000311453552034792	0.000697502939459698
IODOLM_03279	114.029543622002	0.994773437407269	0.276614122220337	3.59624963983177	0.000322837998094452	0.000722628685248758
IODOLM_03423	27.2616670504426	1.39194061991683	0.387240218596575	3.59451460119887	0.000324996919625925	0.000727089223048592
IODOLM_04097	277.366552762126	-0.697546339190682	0.1941518539176	-3.59278742445967	0.00032715947321164	0.00073155332384984
IODOLM_00056	41.9631686137321	1.14012179040115	0.317458431383669	3.59140497680857	0.000328900095881073	0.000735069877209181
IODOLM_02397	1135.49158219108	-0.890830630216794	0.248137917156797	-3.59006249598639	0.000330598687925504	0.00073848895271159
IODOLM_04034	56.1721205972594	0.989187655953339	0.275616688367879	3.58899768301774	0.000331951790993317	0.000741133182340181
IODOLM_04025	21428.0305706616	0.771247301835453	0.214972095536344	3.58766238897766	0.00033365593017993	0.000744558057352053
IODOLM_03210	195.935115093116	-0.680394028147141	0.189692236504346	-3.58683117815184	0.000334720874706364	0.000746553795981168
IODOLM_01741	331.728499778578	0.809773302433266	0.226100045886322	3.58148225604696	0.000341650345369568	0.000761620943116266
IODOLM_00595	170.543146214632	-0.952390574379917	0.265965168135277	-3.58088459875132	0.000342432884742077	0.000762976733009842
IODOLM_01541	54.0977826085459	1.1130655967689	0.311029568951322	3.57864880989209	0.000345375196784787	0.000769140896249479
IODOLM_01134	607.531918331174	-0.522203698956641	0.146043817737984	-3.57566453030913	0.000349339387607993	0.000777573326639154
IODOLM_00635	149.184169425545	-0.763874282976715	0.214151665859589	-3.56697801023672	0.000361121770972555	0.000803390376093492
IODOLM_03005	1541.78898111254	-0.622871533635945	0.17477367374376	-3.56387504075215	0.000365419965348761	0.000812539516446229
IODOLM_00209	8.78030168187106	2.85532409958274	0.801276306555144	3.56347002428961	0.000365984505078395	0.00081338151052466
IODOLM_03715	193.599310004109	-0.667278929672248	0.187301641965173	-3.56258985597319	0.000367214156836208	0.000815700076302156
IODOLM_00698	7.15547267395515	3.11135997418491	0.873406180167196	3.56232878222742	0.000367579635783459	0.000816097659151911
IODOLM_02636	748.074778794576	-0.515168467902364	0.144992107210997	-3.55307939040209	0.000380749538085948	0.000844908711290116
IODOLM_00166	784.090877954238	-0.979310562036739	0.275955870145696	-3.54879409348928	0.000386999571295988	0.000858342688287502
IODOLM_03550	320.839481022727	0.710237774087498	0.200204451388932	3.54756235018839	0.000388813709970816	0.000861929480664787
IODOLM_02301	83.4868121014001	-0.785620354380889	0.221633148985925	-3.5446879583468	0.000393078134421447	0.000870941729735823
IODOLM_02675	2432.69512449369	0.616183865338112	0.174179364791936	3.5376398695343	0.000403720293331879	0.000894068827743069
IODOLM_03401	202.827769894707	0.612083295491084	0.173174735005229	3.53448380026453	0.000408572479705096	0.000904356687501012
IODOLM_01576	21.922897655162	1.72253935326246	0.487378261918743	3.53429663949528	0.000408861927457676	0.000904539835467538
IODOLM_01228	3849.86659409244	-0.504090032554499	0.142711994309304	-3.53221910319584	0.000412087766611502	0.000911215799237965
IODOLM_00193	618.956787952217	-0.549456260892939	0.155570834394616	-3.5318719156523	0.000412629165513383	0.000911952135498264
IODOLM_04341	498.90811935425	-0.514385525597215	0.145857407537087	-3.52663285521801	0.000420879947675257	0.000929717643123132
IODOLM_00311	153.759648178748	1.02889962064582	0.292036958492147	3.52318290793832	0.000426396983650692	0.000941095869332057
IODOLM_03779	34.1332692991215	1.66955465772257	0.473882151426125	3.52314315425918	0.00042646094809997	0.000941095869332057
IODOLM_03393	82853.4885401898	0.597128477604876	0.169705531050573	3.51861529738197	0.000433805267415862	0.000956820489018051
IODOLM_02489	335.362156543521	-0.974888040766406	0.277081558684756	-3.51841546364176	0.000434132108615757	0.000957058996122194
IODOLM_03619	35.4714222760448	1.40497998838046	0.399944593481035	3.51293656991786	0.000443183263968013	0.000976520625943618
IODOLM_02350	19.5440060668717	1.93570534721718	0.55112025209879	3.51231031675133	0.00044422897996359	0.000978332167247442
IODOLM_04225	7681.82847564659	-0.618477845936532	0.17620606096273	-3.5099691949152	0.000448158611058371	0.000986489980881002
IODOLM_03731	249.617730593879	-0.578486989488048	0.165082051033176	-3.50423916996156	0.000457913898086239	0.00100745662042503
IODOLM_01693	295.883460621184	0.612917996928355	0.175030463466298	3.50177897487184	0.000462162844882728	0.00101629377347076
IODOLM_00296	135.105432036446	0.705131138919463	0.201455984158573	3.50017470001998	0.000464953335905341	0.00102144939538812
IODOLM_03314	368.588805860007	-0.608023906419784	0.17371303963839	-3.50016272633003	0.000464974222032253	0.00102144939538812
IODOLM_00053	7490.5555504061	-0.516020334586176	0.14753325394595	-3.49765439848039	0.000469368936868297	0.00103058628586837
IODOLM_00680	30.7319583112494	1.28243038143188	0.366695261801051	3.49726466366958	0.000470055239680287	0.00103157559119405
IODOLM_03397	228.776744486722	-0.644384343620142	0.184263681932645	-3.49707732343962	0.000470385469170937	0.00103178286370527
IODOLM_00593	128.025612620985	-0.692440010873684	0.198168959172248	-3.49419007783059	0.000475502341146099	0.00104248409060888
IODOLM_02703	451.47679981175	0.499083337335941	0.142850937040976	3.49373513169733	0.000476313331130827	0.00104373917728017
IODOLM_02966	172.458548566645	-0.747797901502881	0.214426014022927	-3.48744020127579	0.000487667964399109	0.00106808559169695
IODOLM_01389	8.54256603908168	2.55424235412068	0.732572426143881	3.48667553263739	0.000489064319333552	0.00107060803471917
IODOLM_02975	1699.02386805849	-0.640163914587321	0.183677585787219	-3.48525875840354	0.0004916613377144	0.00107575500691911
IODOLM_01222	782.928046711022	0.476825880930112	0.136982069855001	3.48093645712058	0.00049966401450041	0.00109271850447466
IODOLM_01126	6278.68711063584	0.710473093988879	0.204123472648777	3.48060458098979	0.000500283471987063	0.0010935267099977
IODOLM_00591	8.13130620908444	2.67696766015423	0.769598621736614	3.47839456119815	0.000504426840158465	0.00110203287695129
IODOLM_02734	181.73156299001	0.871099945537665	0.25057529991952	3.47639989183869	0.000508193913250287	0.0011097088644627
IODOLM_01397	20.2799064359514	2.58537507361985	0.744568177887999	3.4723147596146	0.00051599096987892	0.0011261728100699
IODOLM_03301	592.85519615475	-0.76240942638058	0.219670779249141	-3.4706911360108	0.000519120738959608	0.00113243886026283
IODOLM_02007	1450.6049598913	0.596378696952934	0.17185957848669	3.4701510512498	0.000520165745966012	0.0011341531162667
IODOLM_00669	6.29073904109567	3.66734264597511	1.05695421086619	3.46972707830897	0.00052098746217161	0.00113537905102737
IODOLM_00103	1988.65240029377	-0.546214575364355	0.15746698884689	-3.46875608255554	0.000522873942068514	0.00113835640322976
IODOLM_00312	106.0240904836	1.32734146044983	0.382653966265155	3.46877747905027	0.000522832303804694	0.00113835640322976
IODOLM_01242	185.843744891466	-0.616784820138385	0.177927211125342	-3.46650080242019	0.000527280161054585	0.00114737841112624
IODOLM_01011	88.8872444913908	-0.877014752024319	0.253356946109997	-3.46157768906623	0.000537019100374946	0.00116798985250535
IODOLM_03866	556.995051427197	-0.641507017752522	0.185378059676074	-3.4605336730435	0.000539105804918322	0.00117194585311603
